# This is the cleaned High Energy Theory Physics Collaboration Network
# It has had fragments (small disconnected subgraphs) removed             
# All nodes of degree 1 and 2 have been removed. Where
# necessary they have been replaced with a bridge between
# higher degree nodes.
#
# 5446 nodes and 20337 edges
# nodes are authors and edges represent a collaboration.
#
# format is:
# "node\tnode\n"
1	58592
1	5426
1	20692
32773	60453
32773	24263
32773	6088
32773	41769
32773	13772
32773	50231
32773	43226
16	4997
16	646
16	55212
16	6287
16	65553
16	3193
16	57183
65553	27139
65553	4997
65553	6287
65553	14742
65553	60861
65553	51355
65553	49332
65553	7737
65553	5450
65553	50514
65553	64352
65553	354
65553	6499
65553	19699
65553	17405
65562	65792
65562	43393
65562	35107
65562	21735
65562	5833
65562	11660
65562	4976
65562	37520
65562	49149
30	6608
30	54666
30	56297
32800	35424
32800	54465
32800	6466
32800	47907
32800	14774
32800	32838
32800	62604
32800	20394
32800	34071
32800	19660
32800	25856
32800	57878
32800	55319
32800	10278
32800	49948
32800	35178
32800	6975
65570	51824
65570	61005
65570	15957
32803	31268
32803	31271
32803	51912
32803	44572
32803	8660
32803	22838
32803	47580
32803	5983
32814	11009
32814	16869
32814	26311
32814	45193
32814	42859
32814	15617
32814	23763
32814	58231
32814	18908
32814	58653
32814	17182
32814	26661
65586	59789
65586	10863
65586	27024
65586	38614
65586	22743
65586	30744
65586	28410
32832	10375
32832	58887
32832	11403
32832	15212
32832	12175
32832	46919
32832	64950
32832	12439
32832	15032
32832	54714
32833	51840
32833	18433
32833	15618
32833	25092
32833	24711
32833	46344
32833	19470
32833	6543
32833	23825
32833	55443
32833	16278
32833	26398
32833	49958
32833	6055
32833	39085
32833	49074
32833	47542
32833	10431
32833	42819
32833	11078
32833	53450
32833	37963
32833	5339
32833	51294
32833	48098
32833	38500
32833	361
32833	38055
32833	6254
32833	40435
32833	6517
32838	54465
32838	57878
32838	14774
32838	47677
32838	6975
27319	59169
27319	18844
27319	43686
27319	44262
21858	63113
21858	4621
21858	5263
21858	273
21858	12818
21858	49939
21858	18844
21858	61475
21858	35236
21858	21669
21858	20394
21858	27967
21858	48327
21858	47049
21858	30160
21858	66135
21858	56167
21858	39916
21858	20599
21858	6975
21858	45181
65615	46338
65615	10756
65617	54624
65617	36033
65617	37332
65618	33097
65618	19906
65618	8411
65621	56424
65621	440
65621	53441
65621	13939
65621	37799
65624	24196
65624	58650
65624	35300
65627	54465
65627	21518
65627	49165
65627	21326
65627	66382
65627	48634
32860	10840
32860	27434
32860	25269
65631	29260
65631	27460
65631	6181
97	58376
97	67415
97	64908
97	1301
97	12697
97	16026
97	37152
97	58019
97	16933
97	16427
97	11185
97	442
97	7491
97	28998
97	34633
97	22605
97	11599
97	40272
97	52695
97	51548
97	59834
97	56800
97	3682
97	116
97	6902
65634	58319
65634	5942
65634	64383
32881	12258
32881	5764
32881	57829
32881	53102
32881	8143
32881	36180
32881	14742
32881	8698
32881	64891
32881	36383
65650	53420
65650	45669
65650	41238
116	7491
116	58376
116	67415
116	22605
116	11599
116	63272
116	58019
116	6902
116	52695
116	12697
116	51548
65661	51240
65661	15946
65661	66499
136	50913
136	60546
136	2410
136	12235
136	4526
136	9297
136	40221
32905	43136
32905	54915
32905	39434
32905	21518
32905	59789
32905	31452
65687	31296
65687	67362
65687	5443
65687	51763
65687	31729
65687	39731
65687	37716
65687	6773
65687	28534
65687	443
65687	34813
65687	15678
159	23013
159	44550
159	41928
159	27723
159	62708
159	53268
159	61338
32928	11224
32928	38203
32928	4550
32928	64183
65697	12081
65697	13651
65697	28095
165	60148
32935	42821
32935	30254
32935	9904
32935	54259
32935	40148
32935	58972
32935	13278
32939	4387
32939	44515
32939	42581
32939	47566
175	53649
175	17384
175	30217
175	49418
175	55218
175	49295
175	25137
175	3826
175	30744
175	28857
175	33277
175	1118
181	55497
181	1099
181	19318
183	55676
183	2194
183	29044
183	477
189	66017
189	36010
189	52747
189	13550
189	42995
189	10943
190	10073
190	67125
190	1613
65727	54915
65727	24165
65727	22471
65727	50056
65727	59372
65727	56227
65727	2101
65727	39861
65727	60797
65727	26437
215	42880
215	3682
215	66247
215	20055
215	6859
215	24558
215	11599
215	23282
215	44755
215	42804
215	44782
215	14103
215	41049
215	56475
215	25343
32992	17601
32992	2882
32992	17667
32992	35336
32992	63854
32992	36341
32992	10093
32992	19342
32992	11471
32992	63697
32992	52820
32992	2454
32992	42999
32992	23328
230	15312
230	57323
230	25239
233	4707
233	37780
233	67925
240	64553
240	35641
240	2254
240	31479
249	63216
249	4186
249	41588
65786	45953
65786	1025
65786	53506
65786	55259
65786	33029
65786	42481
65786	31612
65786	16016
65786	10803
65786	10515
65786	37332
65786	48851
65786	49563
65786	8188
65786	57499
65788	62824
65788	9356
65788	34787
65788	51028
65788	20484
65792	65232
65792	33925
65792	21735
33029	11040
33029	61942
33029	20519
33029	3465
33029	11403
33029	37932
33029	32368
33029	22838
33029	56343
33029	33847
33029	53481
33029	31612
33030	47458
33030	6701
33030	34677
33030	18844
33030	51070
33030	29717
33036	16320
33036	9154
33036	37737
33036	20845
33036	59343
33036	43345
33036	43090
33036	8275
33036	5277
65805	54112
65805	30022
65805	56872
65805	22057
65805	50943
65805	23071
273	457
273	35363
273	24295
273	63113
273	29546
273	58188
273	58348
273	61069
273	44820
273	66135
273	52116
273	16411
273	45181
273	18956
273	24959
65814	20409
65814	56586
65814	7172
65814	7974
33048	9323
33048	33980
33048	14030
290	63009
290	31990
290	62885
290	21130
290	12143
290	37008
290	45107
290	6517
290	22838
290	34519
290	47582
290	24894
290	51327
33060	40041
33060	26756
33060	49105
65832	47132
65832	64817
65832	22643
65832	68054
65832	19997
300	57092
300	63333
300	63274
300	30451
300	63991
300	20773
302	5914
302	9494
302	5263
303	42162
303	15587
303	10375
33072	3754
33072	4436
33072	49962
33072	62086
33072	51831
65842	39523
65842	35300
65842	48198
65842	19615
65847	28240
65847	3465
65847	61796
65857	56677
65857	14888
65857	13577
65857	1292
65857	2285
65857	47566
65857	22735
65857	3088
65857	37932
65857	24626
65857	37417
33090	45121
33090	64107
33090	40625
33090	23526
33090	8391
33090	10568
33090	46364
33090	26919
33090	60332
33090	22152
33090	36019
33090	40852
33090	37799
33090	3511
33090	37268
33090	9210
33090	31944
33090	17370
33090	60325
33093	58769
33093	27139
33093	58086
65864	18459
65864	64142
65864	48095
33097	19906
33097	8411
334	59722
334	14509
334	42318
334	30392
334	51512
338	48192
338	24259
338	56559
65880	50913
65880	14726
65880	27849
65880	42162
65880	38614
65880	60123
352	55322
352	48915
352	55119
354	17405
354	6499
354	60861
354	4997
65891	51138
65891	44803
65891	60618
65891	67569
65891	45015
65891	22716
65891	62493
360	43345
360	9154
360	24067
360	20845
360	50159
361	51840
361	18433
361	15618
361	25092
361	24711
361	46344
361	19470
361	6543
361	23825
361	55443
361	16278
361	26398
361	49958
361	6055
361	39085
361	49074
361	47542
361	10431
361	42819
361	11078
361	53450
361	37963
361	5339
361	51294
361	48098
361	38500
361	38055
361	6254
361	40435
361	6517
33135	58466
33135	3142
33135	16521
33135	38924
33135	24238
33135	60246
33135	7127
33135	51612
21907	9675
21907	13735
33141	32635
33141	16958
33141	43318
374	19365
374	61422
374	2169
374	17307
383	40153
383	40803
383	56035
49216	44100
49216	39555
49216	26756
49216	40041
49216	28268
49216	30829
49216	17940
49216	2869
49216	17817
49216	56059
49216	16796
65922	41221
65922	15503
65922	46616
65922	23236
65922	55707
65922	7454
65922	64477
65922	44977
65922	52149
65922	2619
65922	62404
65922	29256
65922	40012
65922	2893
65922	67887
65922	15826
65922	63706
65922	2995
65922	44262
65922	495
65922	51824
65922	16883
65922	61333
388	35204
388	14726
388	42162
388	38614
65925	30193
65925	32235
65925	57781
33158	61777
33158	48570
33158	11059
33158	58588
33158	35606
65930	67493
65930	63817
65930	21549
65930	26456
65930	26651
65930	22589
16451	22563
16451	23717
16451	47814
16451	35892
16451	2010
16451	61918
65940	51553
65940	27910
65940	20394
